item_id,item_image,item_name
8016744801997,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/YTI64_L_P_8016744801997_1.png",7R צבע לשיער הרבטינט
4033514,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/LSD20_L_P_4033514_1.png",8 לחמניות ביס בריוש
7290016867299,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/TFW66_L_P_7290016867299_1.png",8 לחמניות כוסמין
7290016867299,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/TFW66_L_P_7290016867299_1.png",8 לחמניות כוסמין
7296073488392,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/VWZ68_L_P_7296073488392_1.png",8 ראשונה Star Wars
6934177721946,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/QYT66_L_P_6934177721946_1.png",81042 פאוור בנק
7296073487753,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/UYK68_L_P_7296073487753_1.png",84 Winter frost
7296073488057,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/VKC66_L_P_7296073488057_1.png",84TranquilReflection
661176010196,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DYZ44_L_P_661176010196_1.png",8A צבע לשיער נטורטינט
661176010172,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DYB38_L_P_661176010172_1.png",8C צבע לשיער נטורטינט
661176010066,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DTZ40_L_P_661176010066_1.png",8N צבע לשיער נטורטינט
8016744806671,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/FRC58_L_P_8016744806671_1.png",8Nצבע לשיער הרבטינט
661176010073,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DUG38_L_P_661176010073_1.png",9N צבע לשיער נטורטינטN
661176010189,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DYS46_L_P_661176010189_1.png",9R צבע לשיער נטורטינט
7296073684497,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/ZZM72_L_P_7296073684497_1.png","טלוויזיה ""70 SONAB SMART 4K QLED"
7296073684503,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/ZZS60_L_P_7296073684503_1.png","טלוויזיה QLED 85"" SMART 4K ANDROID TV SONAB"
3605532972640,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/SSN52_L_P_3605532972640_1.png",ABSOLUE BX קרם יום
3605532973623,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/UEI54_L_P_3605532973623_1.png",ABSOLUE BX קרם לילה
3605532971179,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/QOI58_L_P_3605532971179_1.png",ABSOLUE PC קרם יום
3614272049161,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/ESG46_L_P_3614272049161_1.png",Absolue Rich קרם יום
3614272325265,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/XDQ48_L_P_3614272325265_1.png",Absolue Soft קרם פנים
5901887042297,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/SNY62_L_P_5901887042297_1.png",ACAI BERRY סרום פנים
5901887042266,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/SMT58_L_P_5901887042266_1.png",ACAI BERRY קרם יום
5901887042273,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/SNA56_L_P_5901887042273_1.png",ACAI BERRYקרם פנים
3605521172525,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/IXY44_L_P_3605521172525_1.png",ACQUA di GIOIA א.ד.פ אשה
3348901181839,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/ECE58_L_P_3348901181839_1.png",ADDICT א.ד.פ לאשה
733045358224,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/VOJ46_L_P_733045358224_1.png",Advanced 3D A56
622356305693,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/HPE50_L_P_622356305693_1.png",AF143 סיר טיגון
622356305693,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/HPE50_L_P_622356305693_1.png",AF143 סיר טיגון
622356305709,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/HPU48_L_P_622356305709_1.png",AF183 סיר טיגון
622356305709,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/HPU48_L_P_622356305709_1.png",AF183 סיר טיגון
7290106294462,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/TYD52_L_P_7290106294462_1.png",AGE EMBRACE קרם לילה
3600522324300,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/BAR30_L_P_3600522324300_1.png",AGE PERFECT סרום
3600523563364,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/NYZ46_L_P_3600523563364_1.png",AGE PERFECT סרום
3600523936663,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/UEQ52_L_P_3600523936663_1.png",AGE PERFECT קרם SPF15
3600522029946,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/HPJ48_L_P_3600522029946_1.png",AGE PERFECT קרם יום
3600521992111,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DQE40_L_P_3600521992111_1.png",AGE PERFECT קרם לילה
3600523364824,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/GGV46_L_P_3600523364824_1.png",AGE PERFECT קרם עיניים
3600524013448,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DTX40_L_P_3600524013448_1.png",AGE PERFECT קרם עיניים
7290018330265,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/ZJU46_L_P_7290018330265_1.png",AHY-205(RED) מיקסר
7290018330289,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/ZKS52_L_P_7290018330289_1.png",AHY-262(RED) מיקסר
7290018544112,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DSR44_L_P_7290018544112_1.png",AHY-262(ROSE GOLD) מיקסר
7290018544105,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DSK46_L_P_7290018544105_1.png",AHY-262(SILVER) מיקסר
7290018544143,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DTW48_L_P_7290018544143_1.png",AHY-266 (BLACK) מיקסר
7290018544136,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/DTP50_L_P_7290018544136_1.png",AHY-267B (RED) מיקסר
195949688522,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/UCP68_L_P_195949688522_1.png",AirPods 4
195949689604,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/VSF70_L_P_195949689604_1.png",AirPods 4 ANC
7290107311465,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/QJQ46_L_P_7290107311465_1.png",AirPods Pro 2nd gen MagS
3614273673402,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/PLB48_L_P_3614273673402_1.png",ALIEN GODDESS א.ד.פ לאשה
3439600056921,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/FQO48_L_P_3439600056921_1.png",ALIEN א.ד.פ לאשה
3439600056969,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/FSK60_L_P_3439600056969_1.png",ALIEN א.ד.פ לאשה
3439602800317,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/HXU46_L_P_3439602800317_1.png",ALIEN א.ד.פ לאשה
3614228830393,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/FPY52_L_P_3614228830393_1.png",ALIVE BOSS א.ד.פ לאשה
20714157760,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/WEJ40_L_P_20714157760_1.png",ALL ABOUT EYESקרם עיניים
7290014982956,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/NTD62_L_P_7290014982956_1.png",Alpha Plus 18183
7290014982956,"https://res.cloudinary.com/shufersal/image/upload/f_auto,q_auto/v1551800922/prod/product_images/products_large/NTD62_L_P_7290014982956_1.png",Alpha Plus 18183
